DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,variable_cost,n_days,backorder_cost,demand_mean,warmup,holding_cost,fixed_cost,lead_mean,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.12890039758482658,0.16765726051501606,inf,0,inf,0,0.072,1,0.056,1
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.08102629823114967,0.1214108178191472,inf,0,0.072,1,0.072,1,0.056,1
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.5349281627458992,0.5662260779671753,inf,0,inf,0,inf,0,0.072,1
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.15659757149255457,0.20515625224370793,inf,0,inf,0,0.132,1,0.056,1
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.17210020885948232,0.22313510973339057,inf,0,inf,0,0.291,1,0.056,1
8,True,0.1,0.5,1.74,0.514,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.04905339392769464,0.09860754737304564,0.258,1,0.164,1,0.072,1,0.056,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.5000796771592085,0.5263697581941031,inf,0,inf,0,inf,0,inf,0
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.5552516938492269,0.5647131806588906,inf,0,inf,0,inf,0,inf,0
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.4051522104187593,0.446706108866627,inf,0,inf,0,inf,0,0.104,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.7045978672527902,0.7210643343916777,inf,0,inf,0,inf,0,inf,0
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.12843222710059715,0.16627207464132762,inf,0,inf,0,0.072,1,0.056,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.12576637467822602,0.16832098326790162,inf,0,inf,0,0.072,1,0.056,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.5878384167110252,0.6364038045440105,inf,0,inf,0,inf,0,inf,0
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.14036943063388993,0.1857772760766662,inf,0,inf,0,0.088,1,0.056,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.4186300672453514,0.44601891736415844,inf,0,inf,0,inf,0,0.056,1
9,True,0.5,0.737,1.633,0.49,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.05365444276864275,0.10198717777146969,inf,0,0.12,1,0.072,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.07763758186084857,0.12708434466747312,inf,0,0.104,1,0.104,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.44425017825488483,0.4704435553884615,inf,0,inf,0,inf,0,0.072,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.07459567907931895,0.12720025430630716,inf,0,0.188,1,0.072,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.1671763929779505,0.2103466075970423,inf,0,0.184,1,0.072,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.12255408917237057,0.16725566086463134,inf,0,inf,0,0.072,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.07064224324233591,0.11432657687020756,inf,0,0.072,1,0.072,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.4529734762096687,0.49968136017431575,inf,0,inf,0,inf,0,0.305,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.20461747545295172,0.24180789106485387,inf,0,inf,0,inf,0,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.19182654309450745,0.2331459807566586,inf,0,inf,0,0.299,1,0.056,1
10,True,0.1,0.5,1.74,0.51,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.06098164018969176,0.10514752132964392,inf,0,0.164,1,0.072,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.1559063881209229,0.20722251708425957,inf,0,inf,0,0.215,1,0.072,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.3522741391663486,0.40722967232740365,inf,0,inf,0,inf,0,0.104,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.0818525070658724,0.13305285462316888,inf,0,0.12,1,0.104,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.18166018313270238,0.22223818188744074,inf,0,inf,0,0.072,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.1546681745354417,0.18913840716235372,inf,0,inf,0,0.072,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.08869804132844403,0.13054926244020928,inf,0,0.072,1,0.072,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.08168802342594707,0.1534532381380936,inf,0,0.168,1,0.104,1,0.088,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.13883572893368556,0.18132936905862787,inf,0,inf,0,0.072,1,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.28278420688142614,0.3173334682599695,inf,0,inf,0,inf,0,0.056,1
11,True,0.1,0.5,1.633,0.491,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.12212662446418733,0.14574400957628286,0.224,1,0.152,1,0.072,1,0.056,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.1224188311188301,0.1950146839785345,inf,0,inf,0,0.152,1,0.072,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.2834208756974043,0.3453124905580162,inf,0,inf,0,inf,0,0.088,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.5506005587581364,0.5838615975051884,inf,0,inf,0,inf,0,inf,0
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.509777421574063,0.5408281034607216,inf,0,inf,0,inf,0,inf,0
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.239752873931527,0.30896911421922635,inf,0,inf,0,inf,0,0.12,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.13759885845066397,0.17951659833683387,inf,0,0.174,1,0.136,1,0.056,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.30749612725389885,0.40312341441492416,inf,0,inf,0,inf,0,0.12,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.4601594773135578,0.5271819838545803,inf,0,inf,0,inf,0,0.456,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.3831244180190871,0.4369485876522555,inf,0,inf,0,inf,0,0.104,1
12,True,0.1,0.572,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.3432657042517615,0.4093700324770217,inf,0,inf,0,inf,0,0.056,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.1224188311188301,0.1950146839785345,inf,0,inf,0,0.152,1,0.072,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.2834208756974043,0.3453124905580162,inf,0,inf,0,inf,0,0.088,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.5506005587581364,0.5838615975051884,inf,0,inf,0,inf,0,inf,0
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.509777421574063,0.5408281034607216,inf,0,inf,0,inf,0,inf,0
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.239752873931527,0.30896911421922635,inf,0,inf,0,inf,0,0.12,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.13759885845066397,0.17951659833683387,inf,0,0.174,1,0.136,1,0.056,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.30749612725389885,0.40312341441492416,inf,0,inf,0,inf,0,0.12,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.4601594773135578,0.5271819838545803,inf,0,inf,0,inf,0,0.456,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.3831244180190871,0.4369485876522555,inf,0,inf,0,inf,0,0.104,1
13,True,0.1,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.3432657042517615,0.4093700324770217,inf,0,inf,0,inf,0,0.056,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.1791397043571147,0.27981505369996984,inf,0,inf,0,0.557,1,0.088,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.43744317684645984,0.48440917503517744,inf,0,inf,0,inf,0,0.235,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.5506005587581364,0.5838615975051884,inf,0,inf,0,inf,0,inf,0
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.5976931547654837,0.6704516367897702,inf,0,inf,0,inf,0,inf,0
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.239752873931527,0.30896911421922635,inf,0,inf,0,inf,0,0.12,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.11184789099464043,0.17451666897990667,inf,0,0.215,1,0.174,1,0.056,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.3787494149135615,0.4517545424737226,inf,0,inf,0,inf,0,0.12,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.4601594773135578,0.5271819838545803,inf,0,inf,0,inf,0,0.456,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.3934801274621479,0.46613989376520965,inf,0,inf,0,inf,0,0.214,1
14,True,0.5,0.618,1.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.3544457349536832,0.41340768266690797,inf,0,inf,0,inf,0,0.056,1
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,0.6511068439695161,0.6578425553602812,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.5117922618162848,0.528747695591685,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.8270355956968787,0.8271867414001536,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.7175145681230564,0.7218135030421532,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.8007854724773537,0.8015666211378971,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.07916867165281961,0.13980348073757282,inf,0,0.174,1,0.136,1,0.056,1
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.7138295462315183,0.7190458747091701,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,0.6013233683087816,0.6130549435809388,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.522607381043372,0.5519894953248794,inf,0,inf,0,inf,0,inf,0
15,True,0.3,0.7,1.0,0.1,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.48962820876392055,0.5118433599189662,inf,0,inf,0,inf,0,0.056,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,0,-0.03809129837396961,0.07937413764706841,0.62,1,0.18,1,0.056,1,0.04,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,1,0.14097421973172483,0.15301171438208838,0.459,1,0.116,1,0.116,1,0.072,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,2,0.05209861802558932,0.1629818365007244,0.629,1,0.391,1,0.088,1,0.072,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,3,0.14538239364019628,0.25641498464442664,inf,0,inf,0,0.198,1,0.148,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,4,0.15666069725223422,0.16157658334933617,inf,0,0.338,1,0.056,1,0.04,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,5,0.13859822999143,0.19998242498047977,inf,0,inf,0,0.174,1,0.056,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,6,0.048138785618014164,0.20121304481452146,0.585,1,0.497,1,0.244,1,0.136,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,7,-0.008096512162131211,0.2630253334183901,0.954,1,0.758,1,0.257,1,0.257,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,8,0.28301210067820454,0.32288613940216127,inf,0,inf,0,inf,0,0.056,1
16,True,0.1,0.9,3.0,0.9,4,True,True,0.1,"(600.0, 600.0)",1000,2.0,100,4.0,100.0,20,1.0,36.0,6.0,9,0.08829267627262519,0.11080436303239093,0.136,1,0.136,1,0.056,1,0.04,1
